WORDS_ID,VOCAB_WORD,FREQUENCY
1829,nort,70
1830,merg,70
1831,edg,70
1832,appropri,70
1833,solari,70
1834,refund,70
1835,barcelona,70
1836,meant,70
1837,frame,70
1838,edificio,70
1839,award,70
1840,empir,70
1841,door,70
1842,hey,70
1843,union,69
1844,carrier,69
1845,aphrodisia,69
1846,survey,69
1847,pressur,69
1848,tomorrow,69
1849,volum,69
1850,damn,69
1851,bear,69
1852,strike,69
1853,stabil,69
1854,capac,69
1855,lesson,69
1856,hunt,69
1857,fear,69
1858,postal,69
1859,kelli,69
1860,smaller,69
1861,surviv,69
1862,daniel,69
1863,aggress,68
1864,mason,68
1865,twice,68
1866,pablo,68
1867,weekend,68
1868,owen,68
1869,herbal,68
1870,banner,68
1871,trip,68
1872,farquhar,68
1873,arrest,68
1874,bought,68
1875,declin,68
1876,alter,68
1877,amend,68
1878,easiest,67
1879,exclud,67
1880,promiscu,67
1881,violat,67
1882,msg,67
1883,welch,67
1884,ah,67
1885,gmt,67
1886,duplic,67
1887,zero,67
1888,licenc,67
1889,prosaka,67
1890,race,67
1891,testimoni,67
1892,complain,67
1893,appl,67
1894,compon,67
1895,cold,67
1896,cancel,67
1897,januari,67
1898,inbox,67
1899,harm,67
1900,winner,67
1901,mh,66
1902,bandwidth,66
1903,deni,66
1904,reduct,66
1905,farm,66
1906,round,66
1907,nativ,66
1908,audienc,66
1909,ratio,66
1910,pill,66
1911,presum,66
1912,md,66
1913,blog,66
1914,mirror,66
1915,algorithm,66
1916,hmm,66
1917,scam,66
1918,debian,66
1919,bunch,66
1920,vari,66
1921,genet,66
1922,formula,66
1923,spray,66
1924,gay,65
1925,split,65
1926,renew,65
1927,possess,65
1928,club,65
1929,partnership,65
1930,austin,65
1931,approxim,65
1932,sea,65
1933,brief,65
1934,reboot,65
1935,vjestika,65
1936,label,65
1937,tab,65
1938,analyst,65
1939,elsewher,65
1940,martin,65
1941,iraq,65
1942,â,65
1943,bankruptci,65
1944,precis,65
1945,gibbon,65
1946,compens,65
1947,explicit,65
1948,saturday,64
1949,invent,64
1950,blue,64
1951,roger,64
1952,grand,64
1953,deploy,64
1954,plugin,64
1955,mous,64
1956,processor,64
1957,massiv,64
1958,gordon,64
1959,lift,64
1960,reward,64
1961,porn,64
1962,envelop,64
1963,buffer,64
1964,dramat,64
1965,msgid,64
1966,rohit,63
1967,retir,63
1968,empti,63
1969,flash,63
1970,candid,63
1971,adopt,63
1972,infrastructur,63
1973,fuck,63
1974,collabor,63
1975,inspir,63
1976,ps,63
1977,famous,63
1978,anytim,63
1979,cancer,63
1980,apart,63
1981,writer,63
1982,environment,63
1983,ibm,63
1984,dig,63
1985,religion,63
1986,engag,63
1987,nvidia,63
1988,prohibit,63
1989,inconveni,63
1990,complex,63
1991,that,63
1992,aol,63
1993,millionair,63
1994,agreeabl,63
1995,length,62
1996,northern,62
1997,assembl,62
1998,justic,62
1999,shell,62
2000,harley,62
2001,solicit,62
2002,cycl,62
2003,satisfi,62
2004,conduct,62
2005,plenti,62
2006,thoma,62
2007,schedul,62
2008,african,62
2009,nt,62
2010,ministri,62
2011,own,61
2012,clock,61
2013,encount,61
2014,mere,61
2015,rose,61
2016,distro,61
2017,self,61
2018,experienc,61
2019,duncan,61
2020,swap,61
2021,excess,61
2022,acquisit,61
2023,henc,61
2024,rout,61
2025,onto,61
2026,bound,61
2027,enforc,61
2028,img,61
2029,farmer,61
2030,began,61
2031,scale,60
2032,russian,60
2033,registr,60
2034,homeown,60
2035,transform,60
2036,pointer,60
2037,throw,60
2038,demonstr,60
2039,guido,60
2040,elect,60
2041,london,60
2042,televis,60
2043,prosper,60
2044,mr,60
2045,grab,60
2046,minim,60
2047,straight,60
2048,liter,60
2049,wholesal,60
2050,evolv,60
2051,deep,60
2052,newspap,60
2053,kate,60
2054,domin,60
2055,attend,60
2056,conclud,60
2057,wave,59
2058,colleagu,59
2059,lawsuit,59
2060,hors,59
2061,receipt,59
2062,chat,59
2063,context,59
2064,preserv,59
2065,niall,59
2066,los,59
2067,murder,59
2068,toll,59
2069,buck,59
2070,unabl,59
2071,mix,59
2072,christian,59
2073,oppos,59
2074,rank,59
2075,boost,59
2076,entiti,58
2077,attain,58
2078,remark,58
2079,resel,58
2080,valhalla,58
2081,blame,58
2082,religi,58
2083,assert,58
2084,russia,58
2085,corrupt,58
2086,proof,58
2087,routin,58
2088,loop,58
2089,crime,58
2090,skin,58
2091,marshalles,57
2092,newsgroup,57
2093,numer,57
2094,tast,57
2095,replica,57
2096,tune,57
2097,abacha,57
2098,brent,57
2099,scientif,57
2100,paypal,57
2101,mathemat,57
2102,inkjet,57
2103,habea,57
2104,vircio,57
2105,moral,57
2106,icq,57
2107,glm,57
2108,forest,57
2109,accur,57
2110,passphras,57
2111,webmast,57
2112,asia,57
2113,destroy,57
2114,formal,56
2115,brother,56
2116,throughout,56
2117,null,56
2118,song,56
2119,regardless,56
2120,column,56
2121,visitor,56
2122,chart,56
2123,jar,56
2124,joseph,56
2125,heavi,56
2126,yellow,56
2127,sheet,56
2128,embed,56
2129,hash,56
2130,frequent,56
2131,hint,56
2132,na,56
2133,yield,56
2134,victim,56
2135,bless,56
2136,mountain,56
2137,ben,56
2138,rise,56
2139,labor,55
2140,aim,55
2141,amateur,55
2142,mess,55
2143,chip,55
2144,freebsd,55
2145,dog,55
2146,trace,55
2147,remind,55
2148,limbo,55
2149,drink,55
2150,bay,55
2151,consequ,55
2152,incompat,55
2153,classic,55
2154,branch,55
2155,pure,55
2156,town,55
2157,logic,55
2158,opposit,54
2159,adapt,54
2160,da,54
2161,export,54
2162,gas,54
2163,est,54
2164,violenc,54
2165,syntax,54
2166,decemb,54
2167,pars,54
2168,gambl,54
2169,exhibit,54
2170,satisfact,54
2171,joke,54
2172,coast,54
2173,admit,54
2174,privileg,54
2175,topic,54
2176,assign,54
2177,las,54
2178,prize,54
2179,imho,54
2180,worker,54
2181,spirit,54
2182,felt,54
2183,co,54
2184,crap,54
2185,smoker,54
2186,negoti,54
2187,ladi,54
2188,spamtrap,54
2189,il,54
2190,que,54
2191,proceed,53
2192,pursu,53
2193,pro,53
2194,cheaper,53
2195,complic,53
2196,stage,53
2197,vice,53
2198,appoint,53
2199,battl,53
2200,batch,53
2201,compel,53
2202,lib,53
2203,specialist,53
2204,circumst,53
2205,stamp,53
2206,byte,53
2207,tremend,53
2208,incorpor,53
2209,fan,53
2210,intel,52
2211,ui,52
2212,loos,52
2213,trivial,52
2214,frank,52
2215,alert,52
2216,airlin,52
2217,joint,52
2218,goto,52
2219,entitl,52
2220,dublin,52
2221,older,52
2222,boundari,52
2223,florida,52
2224,keyword,52
2225,struggl,52
2226,jodi,52
2227,kit,52
2228,okay,52
2229,alan,52
2230,sophist,52
2231,truck,52
2232,moder,52
2233,affair,52
2234,unwant,52
2235,unknown,52
2236,lover,52
2237,sur,52
2238,liberti,52
2239,riaa,52
2240,bet,52
2241,chairman,52
2242,caught,52
2243,compress,52
2244,strengthen,52
2245,gather,52
2246,pioneer,51
2247,ved,51
2248,airport,51
2249,surfac,51
2250,sector,51
2251,hole,51
2252,margin,51
2253,mastercard,51
2254,ahead,51
2255,owe,51
2256,ideal,51
2257,trend,51
2258,australia,51
2259,disclosur,51
2260,wear,51
2261,britain,51
2262,belief,51
2263,album,51
2264,muslim,51
2265,quarter,51
2266,weak,51
2267,transmiss,51
2268,wild,51
2269,ownership,51
2270,penni,51
2271,suffici,50
2272,dump,50
2273,wa,50
2274,overal,50
2275,outlook,50
2276,stephen,50
2277,adjust,50
2278,majesti,50
2279,marri,50
2280,jack,50
2281,timeout,50
2282,assumpt,50
2283,ice,50
2284,pickl,50
2285,stress,50
2286,lay,50
2287,encod,50
2288,reform,50
2289,tin,50
2290,maker,50
2291,relay,50
2292,maximum,50
2293,palestinian,50
2294,refus,50
2295,weather,50
2296,scott,50
2297,dice,50
2298,mplayer,50
2299,raw,50
2300,msn,50
2301,schuman,49
2302,finger,49
2303,wealthi,49
2304,influenc,49
2305,sentenc,49
2306,ne,49
2307,curv,49
2308,portabl,49
2309,chain,49
2310,magic,49
2311,captur,49
2312,hawaii,49
2313,blind,49
2314,debug,49
2315,propag,49
2316,egg,49
2317,submiss,48
2318,ou,48
2319,session,48
2320,crack,48
2321,dinosaur,48
2322,ga,48
2323,retain,48
2324,whatsoev,48
2325,frustrat,48
2326,shout,48
2327,spring,48
2328,lilo,48
2329,admin,48
2330,trademark,48
2331,bone,48
2332,astronom,48
2333,catalog,48
2334,depress,48
2335,mandat,48
2336,vision,48
2337,patrick,48
2338,holiday,48
2339,endeavor,48
2340,tes,48
2341,heck,48
2342,weird,48
2343,explan,48
2344,silli,48
2345,gpg,47
2346,scratch,47
2347,api,47
2348,corner,47
2349,rah,47
2350,spambay,47
2351,mysql,47
2352,ram,47
2353,belong,47
2354,buri,47
2355,intellectu,47
2356,casino,47
2357,virginia,47
2358,settl,47
2359,inexpens,47
2360,unusu,47
2361,ar,47
2362,hospit,47
2363,bomb,47
2364,besid,47
2365,movement,47
2366,outstand,47
2367,minist,47
2368,francisco,47
2369,speaker,47
2370,circl,47
2371,latter,47
2372,hacker,47
2373,ethic,47
2374,tower,47
2375,abandon,46
2376,prob,46
2377,preced,46
2378,expos,46
2379,formul,46
2380,iroijlaplap,46
2381,fuel,46
2382,pentium,46
2383,openssl,46
2384,ce,46
2385,greatest,46
2386,tivo,46
2387,igtt,46
2388,organis,46
2389,ton,46
2390,necessarili,46
2391,du,46
2392,intent,46
2393,twenti,46
2394,plane,46
2395,celebr,46
2396,ir,46
2397,thirti,46
2398,fli,46
2399,germani,46
2400,curious,46
2401,recognit,46
2402,xxx,46
2403,lean,46
2404,jeremi,46
2405,ez,46
2406,scholarship,46
2407,snore,46
2408,hide,46
2409,theme,46
2410,element,45
2411,jurisdict,45
2412,recov,45
2413,framework,45
2414,season,45
2415,draft,45
2416,armi,45
2417,harvest,45
2418,relax,45
2419,decreas,45
2420,tweak,45
2421,greet,45
2422,maxim,45
2423,german,45
2424,sudden,45
2425,marriag,45
2426,es,45
2427,conclus,45
2428,openssh,45
2429,richard,45
2430,arg,45
2431,japan,45
2432,forum,45
2433,une,45
2434,distinct,45
2435,bond,44
2436,fashion,44
2437,pci,44
2438,council,44
2439,burner,44
2440,notifi,44
2441,mutual,44
2442,ximian,44
2443,elig,44
2444,shoot,44
2445,asian,44
2446,distributor,44
2447,bob,44
2448,zone,44
2449,render,44
2450,till,44
2451,po,44
2452,murjel,44
2453,subsequ,44
2454,telecommun,44
2455,trader,44
2456,ratak,44
2457,commerc,44
2458,raid,44
2459,capitalist,44
2460,scope,44
2461,magnitud,44
2462,potent,44
2463,invalid,44
2464,maxaman,44
2465,con,44
2466,layer,44
2467,milter,44
2468,crazi,44
2469,everywher,44
2470,scenario,44
2471,anthoni,44
2472,tobacco,44
2473,dedic,44
2474,angel,44
2475,contest,44
2476,hook,44
2477,soft,44
2478,flight,44
2479,leas,44
2480,advisor,44
2481,boom,44
2482,pleasur,44
2483,freez,44
2484,congratul,43
2485,sky,43
2486,corn,43
2487,occasion,43
2488,realnetwork,43
2489,apach,43
2490,combat,43
2491,cloth,43
2492,disagre,43
2493,accid,43
2494,forg,43
2495,strateg,43
2496,palm,43
2497,heat,43
2498,fiction,43
2499,analog,43
2500,overnight,43
